Filename                                         Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
test/zserio/PolymorphicAllocatorTest.cpp              42                 0   100.00%          16                 0   100.00%         134                 0   100.00%           0                 0         -
test/zserio/PubsubExceptionTest.cpp                    1                 0   100.00%           1                 0   100.00%           5                 0   100.00%           0                 0         -
test/zserio/ReflectableTest.cpp                      454                 7    98.46%         108                 0   100.00%        1192                32    97.32%          10                 3    70.00%
test/zserio/ReflectableUtilTest.cpp                  116                 0   100.00%          19                 0   100.00%         268                 0   100.00%           0                 0         -
test/zserio/SerializeUtilTest.cpp                    147                 0   100.00%          13                 0   100.00%         448                 0   100.00%           0                 0         -
test/zserio/ServiceExceptionTest.cpp                   1                 0   100.00%           1                 0   100.00%           5                 0   100.00%           0                 0         -
test/zserio/SpanTest.cpp                              96                 0   100.00%          24                 0   100.00%         233                 0   100.00%          12                 0   100.00%
test/zserio/SqliteConnectionTest.cpp                  87                 0   100.00%          19                 0   100.00%         233                 0   100.00%           2                 0   100.00%
test/zserio/StringConvertUtilTest.cpp                 37                 0   100.00%          11                 0   100.00%         103                 0   100.00%           0                 0         -
test/zserio/StringViewTest.cpp                       337                 0   100.00%          50                 0   100.00%         551                 0   100.00%          12                 0   100.00%
test/zserio/TrackingAllocator.h                       18                 0   100.00%          17                 0   100.00%          43                 0   100.00%           0                 0         -
test/zserio/TraitsTest.cpp                            40                 0   100.00%          13                 0   100.00%          81                 0   100.00%           0                 0         -
test/zserio/TypeInfoTest.cpp                         327                 0   100.00%          13                 0   100.00%         451                 0   100.00%          42                 0   100.00%
test/zserio/TypeInfoUtilTest.cpp                     348                 0   100.00%           6                 0   100.00%         360                 0   100.00%           0                 0         -
test/zserio/UniquePtrTest.cpp                          5                 0   100.00%           2                 0   100.00%          11                 0   100.00%           0                 0         -
test/zserio/ValidationSqliteUtilTest.cpp              84                 0   100.00%           8                 0   100.00%         159                 0   100.00%           2                 0   100.00%
test/zserio/VarSizeUtilTest.cpp                        4                 0   100.00%           1                 0   100.00%           9                 0   100.00%           0                 0         -
test/zserio/WalkerTest.cpp                           246                 0   100.00%          48                 0   100.00%         557                 0   100.00%          10                 0   100.00%
test/zserio/ZserioTreeCreatorTest.cpp                220                 0   100.00%          12                 0   100.00%         394                 0   100.00%           0                 0         -
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
TOTAL                                               8544               283    96.69%        2488                27    98.91%       19337               341    98.24%        2298               196    91.47%
